Title,Cluster
"Digital Cello for Wunderman Thompson by  Wunderman Thompson South Asia - In an effort to encourage people to stay safe in unprecedented times, Wunderman Th...",2
"Print Go Cheese, 2 for Wunderman Thompson by  Wunderman Thompson South Asia - In an effort to encourage people to stay safe in unprecedented times, Wunderm...",2
"Digital Kaya for Wunderman Thompson by  Wunderman Thompson South Asia - In an effort to encourage people to stay safe in unprecedented times, Wunderman Tho...",2
Web Film #ShareTheLoad - for equal sleep for Ariel by BBDO India,1
Social Media One Small Change Could Save Lives for The Hindu by Ogilvy India,4
Case Study The Soap with a Lump for Lux by  Wunderman Thompson South Asia,0
Web Film Thumbstoppers for Facebook by  Wunderman Thompson South Asia,4
Web Film #IsLaundryOnlyAWomansJob?  for Ariel by BBDO India,4
Print Flatten the curves for Avvatar Sports Nutrition by  Wunderman Thompson South Asia,0
Print Smart is the new strong for Avvatar Sports Nutrition by  Wunderman Thompson South Asia,1
Print Don't work-out. Work in. for Avvatar Sports Nutrition by  Wunderman Thompson South Asia,3
Print Work-out from home for Avvatar Sports Nutrition by  Wunderman Thompson South Asia,0
Print Sweep. Swab. Repeat for Avvatar Sports Nutrition by  Wunderman Thompson South Asia,0
Digital Shut Out Corona with #DoorsOfIndia for Tata Pravesh by  Wunderman Thompson South Asia - Individuals are not adhering to the one overarching guideli...,2
Digital #MainBhiMumbaiPolice for Mumbai Police by MullenLowe Lintas Group,4
Web Site Make Your Mask for Times of India by Wunderman Thompson,4
"Television Life Lines for Linc Pentonic by  Wunderman Thompson South Asia - While plastic pollution generally reminds us of plastic bags, bottles, wrappers...",2
Others Out and Proud Classified for The Times Of India by FCBIndia Group,1
Others The Open Door Project for The Millennium School by FCBIndia Group,4
Social Media Wunderman Thompson South Asia and Honda Cars India salute Covid-19 heroes for Honda by  Wunderman Thompson South Asia,1
Web Film ADK Fortune and Vikalp Womenâs Group fight another pandemic â domestic violence for Vikalp Womenâs Group by ADK Fortune,3
Social Media #SocialDistancing (WhatsApp Video) for Everyuth Naturals by  Wunderman Thompson South Asia,4
"Print Everyuth Digital Idea, 1 for Everyuth Naturals by  Wunderman Thompson South Asia",0
"Print  Everyuth Digital Idea, 2 for Everyuth Naturals by  Wunderman Thompson South Asia",0
"Print Everyuth Digital Idea, 3 for Everyuth Naturals by  Wunderman Thompson South Asia",3
Web Film ADK Fortune and Mankind Pharma say #ThanksForBeingMyFamily to the medical fraternity for Mankind Pharma by ADK Fortune,3
Web Film The Washout for Tata Steel by  Wunderman Thompson South Asia,1
Web Film Make Your Own #MaskIndia for The Times of India by  Wunderman Thompson South Asia,4
Digital Boss Girl Monday for Sunsilk by  Wunderman Thompson South Asia - The Sunsilk girl is always on the go and making the most of the opportunities life...,2
Digital Trendy Task Tuesday for Sunsilk by  Wunderman Thompson South Asia - The Sunsilk girl is always on the go and making the most of the opportunities l...,2
Digital Wow Wednesday for Sunsilk by  Wunderman Thompson South Asia - The Sunsilk girl is always on the go and making the most of the opportunities life ha...,2
Digital Study Time Thursday for Sunsilk by  Wunderman Thompson South Asia - The Sunsilk girl is always on the go and making the most of the opportunities l...,2
Digital Movienight Friday for Sunsilk by  Wunderman Thompson South Asia - The Sunsilk girl is always on the go and making the most of the opportunities lif...,2
Social Media Motherâs Day Creatives for  GO CHEESE/ AVVATAR/ KAYA/ ESSELWORLD/ NYCIL/ EVERYUTH by  Wunderman Thompson South Asia,4
Television Wise Little Birds for Tata Wiron by  Wunderman Thompson South Asia,4
Television & Cinema Bolti Bandh for Britannia Chutney Bread by Lowe Lintas India - It leaves you speechless,1
Print Principles of Marketing for Luxor by MullenLowe Lintas Group,0
Television Smoking Kills for CPAA by UBR Inc. - This ad simply states the fact that smoking kills and nobody can escape it.,3
Newspaper De - Addiction for CPAA by UBR Inc. - This ad is very simple in terms of the idea and is self explantory.,3
Newspaper SOS for PFA by UBR Inc. - This ad is very simple in terms of the idea and is self explantory.,3
"Newspaper Curry for METRO Group by stÃ¶hr, MarkenKommunkation GmbH - The Spirit of Commerce",4
Print Carrot for The Vegetarian Society by SSC&B - Eating Fresh Vegetables Regularly Reduces the Risk of Lung Cancer,0
Print DonÂt Drink & Drive for Triumph by SSC&B - The ad was a tactical release for New Year's Eve when there is high incidence of alcohol consumption. The...,2
Print T-Shirt for St. Gobain by SSC&B,4
Poster Cycle for Fevicol Adhesive by Ogilvy India,1
Poster Pyramid for Fevicol Adhesive by Ogilvy India,0
Poster Tree for Fevicol Adhesive by Ogilvy India,0
Transportation & Vehicles Harmful Smoke 1 for Bharat Petroleum by Saatchi & Saatchi,0
Transportation & Vehicles Harmful Smoke 2 for Bharat Petroleum by Saatchi & Saatchi,0
Transportation & Vehicles Harmful Smoke 3 for Bharat Petroleum by Saatchi & Saatchi,0
Outdoor/Out of Home Sweetex Banner for Sweetex by McCann Mumbai,1
Print Cucumber for The Vegetarian Society by SSC&B - Eating Fresh Vegetables Regularly Reduces the Risk of Lung Cancer,0
Print Corn for The Vegetarian Society by SSC&B - Eating Fresh Vegetables Regularly Reduces the Risk of Lung Cancer,0
Print Bedroom for St. Gobain by SSC&B,0
Print Couple for St. Gobain by SSC&B,0
Print Haircut for St. Gobain by SSC&B,3
"Newspaper Om for Citizens' Council for a Better Tomorrow by Aakanksha Group - The ad is based on  a famous Hindi Chant known to every one in this world ""Om...",2
"Newspaper Anti-Tobacco for Indian Cancer Society by Aakanksha Group - The poster was based on the insight ""Mixing tobacco with limestone by rubbing it agai...",2
"Newspaper Coal Mine for Eye Bank Co-ordination & Research Centre by Aakanksha Group - The ad shows a true picture of children working in coalmines, and chi...",2
Outdoor/Out of Home Nests for World Wildlife Fund by RMG Connect - Plant more trees.,3
Magazine Forest for Stori by 1pointsize - Clothes with a twist.,3
Magazine Desert for Stori by 1pointsize - Clothes with a twist.,3
Magazine Mountain for Stori by 1pointsize - Clothes with a twist.,3
Magazine Smooth Operator for Stori by 1pointsize - Clothes with a twist.,3
Magazine Passion & Drive for Stori by 1pointsize - Clothes with a twist.,3
Magazine Too Hot to Handle for Stori by 1pointsize - Clothes with a twist.,3
Magazine Happily Ever After for Stori by 1pointsize - Clothes with a twist.,3
Magazine Gulf War Stori for Stori by 1pointsize - Clothes with a twist,4
Magazine Kama Sutra for Stori by 1pointsize - Clothes with a twist,4
Magazine Children's Day Stori for Stori by 1pointsize - Clothes with a twist,4
Magazine Birthday Suit for Perri Alley by 1pointsize - Clothes with a twist,4
Magazine Thick Hide for Perri Alley by 1pointsize - Clothes with a twist,4
Magazine Stone Age for Perri Alley by 1pointsize - Clothes with a twist,4
Billboard Thrillers for Tic Tac by 1pointsize - Obsessed?,3
Billboard Horror for Tic Tac by 1pointsize - Obsessed?,4
Billboard Cancer for LIVE by 1pointsize - Quit smoking,4
Poster Formula of Life for Jeevan by 1pointsize - Donate hope,4
Poster Colour Bars for Kamdar by 1pointsize,4
Print Not Served for Soda by 1pointsize - Casuals with fizz,3
Print Spirited for Soda by 1pointsize - Casuals with fizz,3
Print Feels Neat for Soda by 1pointsize - Casuals with fizz,4
Print Recommended Recipe for Soda by 1pointsize - Casuals with fizz,3
Outdoor/Out of Home Black & Blue for Wed Cross by 1pointsize,3
Television & Cinema Girl Child for Datamation Foundation Charitable Trust by Leo Burnett India - The film shows a foetus moving in the womb. Then the foetu...,2
Outdoor/Out of Home Radha for Concern India Foundation by Ogilvy India,1
Billboard Spring Collection for Perri Alley by 1pointsize - Crafted from nature,4
Magazine Lemon for Venfield by Percept/H Pvt. Ltd. - The ad campaign was targetted to value concisous indian customers. The main idea being cool and refres...,2
Magazine Orange for Venfield by Percept/H Pvt. Ltd. - The ad campaign was targetted to value concisous indian customers. The main idea being cool and refre...,2
Magazine Sweet Lime for Venfield by Percept/H Pvt. Ltd. - The ad campaign was targetted to value concisous indian customers. The main idea being cool and r...,2
Magazine Watermelon for Venfield by Percept/H Pvt. Ltd. - The ad campaign was targetted to value concisous indian customers. The main idea being cool and r...,2
Print Graph for WWF by Chaitra Leo Burnett Private Ltd.,3
Poster Calling for entries for Heritage Conservation by Mindspace Communication Consultants - The objective of the poster was to invite entries from photog...,2
Poster Dart Board for Kamdar by 1pointsize,3
Poster Pasta Hotline for Eatalica by 1pointsize - Little Italian. Little American.,3
Poster Tennis Court for Derby by 1pointsize - Get Unusual,4
Poster Track for Derby by 1pointsize - Get Unusual,4
Poster Pool for Derby by 1pointsize - Get Unusual,4
Poster Autumn for Perri Alley by 1pointsize - Crafted from nature,4
Poster Winter Collection for Perri Alley by 1pointsize - Crafted from nature,4
Outdoor/Out of Home Donation Box for Cancer Patients Aid Association by Contract Advertising - To stop people from smoking.,3
Television Glass for Saint Gobain by MullenLowe Lintas Group,4
Television Rumblers for Opel by MullenLowe Lintas Group,0
Print Scrap Yard for Killer Jeans by MullenLowe Lintas Group,3
Outdoor/Out of Home The Blonde Who Knew Too Much for Tic Tac by 1pointsize - Movie Rentals,4
Outdoor/Out of Home Anaconda My Big Fat Dick for Tic Tac by 1pointsize - Movie Rentals,4
Outdoor/Out of Home Murder at 1600 Shakespeare Under Suspicion for Tic Tac by 1pointsize - Movie Rentals,4
Outdoor/Out of Home Psycho Bites 101 Dalmations for Tic Tac by 1pointsize - Movie Rentals,4
Flash Animation Anti Piracy for Bollywood by The Flea - To stop piracy of hindi and english films in India.,1
Poster Nishita Hair Studio for Nishita's Hair Studio by The Flea,0
Magazine Soft Focus / Pink for Venfield by Percept/H Pvt. Ltd. - Soft,3
Magazine Soft Focus / Blue for Venfield by Percept/H Pvt. Ltd. - SOFT,3
Magazine Soft Focus/Yellow for Venfield by Percept/H Pvt. Ltd. - SOFT,3
Magazine Soft Focus / Green for Venfield by Percept/H Pvt. Ltd. - SOFT,3
Magazine Go Natural/Collar for White Cotton by Percept/H Pvt. Ltd. - Go Natural,3
Magazine Go Natural/Handcuff for White Cotton by Percept/H Pvt. Ltd. - Go Natural,3
Magazine Go Natural/Shoulder for White Cotton by Percept/H Pvt. Ltd. - Go Natural,3
Print Apples for Duracrete Tiles & Birla White Cement by Umak,0
Print Coconuts for Duracrete Tiles & Birla White Cement by Umak,0
Print Cotton for Duracrete Tiles & Birla White Cement by Umak,0
Print Shells for Duracrete Tiles & Birla White Cement by Umak,0
Print Baby for Pepsi by Spirit,4
Print Bee for Pepsi by Spirit,3
Print Fish for Pepsi by Spirit,3
Print Puppy for Pepsi by Spirit,4
Print Anti-Smoke for Venfield by Percept/H Pvt. Ltd. - Public Service,0
Print Save Water for Venfield by Percept/H Pvt. Ltd. - Public Service,3
Magazine Leading Your Way Out Throughout for Prolite by Swayam communications Pvt. Ltd. - We do not take it lightly,3
Television & Cinema Wedding Night for Hanes by McCann Mumbai,4
Television & Cinema Name on Rice for S-Mart by MullenLowe Lintas Group,4
Outdoor/Out of Home Now Even Bigger for Big Babol Bubble Gum by McCann Mumbai,1
Outdoor/Out of Home Body Odour? for Fa Deodorants by Mudra Communications Pvt. Ltd.,3
Outdoor/Out of Home Spillproof Mat for IBM Thinkpad Notebooks by Ogilvy Bangalore,1
Outdoor/Out of Home Movie Theatre for Night Safari/Singapore Tourism Board by RMG David,3
Outdoor/Out of Home Doors for Rexona Deodorants by MullenLowe Lintas Group,4
Direct Mail Shooting Range for Gujarat Police by DDB Mudra,1
Direct Marketing IBM Drop Box Mailer for IBM Active Protection System by Ogilvy Bangalore,1
Web Advertising/Banners The Breathing Banner for Cancer Patients Aid Association by OgilvyOne Worldwide,4
Web Advertising/Banners The Condom Banner for Cancer Patients Aid Association by OgilvyOne Worldwide,4
Web Advertising/Banners Halo for Cancer Patients Aid Association by OgilvyOne Worldwide,1
Web Advertising/Banners Lifespan for Cancer Patients Aid Association by OgilvyOne Worldwide,4
Web Advertising/Banners Sterility for Cancer Patients Aid Association by OgilvyOne Worldwide,1
Web Advertising/Banners  for Cancer Patients Aid Association by OgilvyOne Worldwide,4
"Poster Churchill for Call Center Telecommunication by The Flea - This poster was created  for a job fair held in Mumbai, India. The objective was to recrui...",2
"Poster Kennedy for Call Center Telecommunication by The Flea - This poster was created  for a job fair held in Mumbai, India. The objective was to recruit...",2
"Poster Lincoln for Call Center Telecommunication by The Flea - This poster was created  for a job fair held in Mumbai, India. The objective was to recruit...",2
Poster  for Call Center Telecommunication by The Flea,3
Billboard Girl 1 for Balprafulta by Mudra Communications Pvt. Ltd. - There are 15 million children in bonded labour in India today. Though they are all aro...,2
Billboard Boy for Balprafulta by Mudra Communications Pvt. Ltd. - There are 15 million children in bonded labour in India today. Though they are all around...,2
Billboard Girl 2 for Balprafulta by Mudra Communications Pvt. Ltd. - There are 15 million children in bonded labour in India today. Though they are all aro...,2
"Magazine Girlfriend for Cehat by Mudra Communications Pvt. Ltd. - India, unfortunately, is still a very male-dominated society. It's a society where men do...",2
Magazine Map for Sanctury Asia Magzine by DDB Mudra - To protest against the massive deforestation that is affecting the balance of the earth's ecosystem a...,2
"Magazine Wife for Cehat by DDB Mudra - India, unfortunately, is still a very male-dominated society. It's a society where men don't easily take no for an a...",2
"Magazine Mother for Cehat by DDB Mudra - India, unfortunately, is still a very male-dominated society. It's a society where men don't easily take no for an...",2
Magazine Pregnant Doll for Balprafulta by DDB Mudra - 3 out of 10 rape victims in India are minors. Since the people who can prevent it from happening are...,2
Magazine Light House for Gold Star Jewellery by DDB Mudra,1
Magazine Cow Slaughter for BSPCA by DDB Mudra - The ad was a part of spreading awareness that cow slaughter in India is still performed using barbaric meth...,2
Poster Blood Stain 1 for CPAA by DDB Mudra - People in India have the habit of chewing tobacco wrapped in betel-nut leaves (called paan) and spitting the j...,2
Poster Blood Stain 2 for CPAA by DDB Mudra - People in India have the habit of chewing tobacco wrapped in betel-nut leaves (called paan) and spitting the j...,2
Poster Blood Stain 3 for CPAA by DDB Mudra - People in India have the habit of chewing tobacco wrapped in betel-nut leaves (called paan) and spitting the j...,2
Outdoor/Out of Home Pregnant Doll display for Balprafulta by DDB Mudra - 3 out of 10 rape victims in India are minors. Since the people who can prevent it...,2
Television Reunion for Philips by  Wunderman Thompson South Asia - The really really wide widescreen TVs from Philips,0
"Billboard Michael Jackson for Raja Rani Travels by The Flea - This is a campaign of letters to famous people for our client, Raja Rani Travels, who is perc...",2
"Billboard Madonna for Raja Rani Travels by The Flea - This is a campaign of letters to famous people for our client, Raja Rani Travels, who is perceived as...",2
"Billboard George Bush for Raja Rani Travels by The Flea - This is a campaign of letters to famous people for our client, Raja Rani Travels, who is perceive...",2
Newspaper Make fitness a religion for Talwalkars fitness center by The Flea,4
Print India for Rabobank by Ubachs Wisbrun (now UbachsWisbrun/J. Walter Thompson) - Rabobank helps establish countless (financial) co-operatives around the...,2
Billboard Avocado for King Richard by Ideopraxist - Stay Fresh,4
Billboard Mango for King Richard by Ideopraxist - Stay Fresh,4
Billboard Milk for King Richard by Ideopraxist - Stay Fresh,4
Billboard Strawberry for King Richard by Ideopraxist - Stay Fresh,4
Newspaper Feminity for Shanti Amla by McCann Mumbai,1
Newspaper Infinity for Shanti Amla by McCann Mumbai,1
Newspaper Peace for Shanti Amla by McCann Mumbai,4
Newspaper Heart for Shanti Amla by McCann Mumbai,4
Newspaper Aids for Shanti Amla by McCann Mumbai,1
Newspaper Swastika for Shanti Amla by McCann Mumbai,0
Magazine Butterfly for King Richard by Ideopraxist - 100% Cotton. 100% Natural.,3
Magazine Caterpilar for King Richard by Ideopraxist - 100% cotton 100% natural,3
Magazine Chameleon for King Richard by Ideopraxist - 100% cotton 100% natural,3
Magazine Sunflower for King Richard by Ideopraxist - 100% cotton 100% natural,3
Print Lost for Sanctuary by Leo Burnett India,0
Print Missing for Sanctuary by Leo Burnett India,0
Print Tiger Blood Stripes for Sanctuary by Leo Burnett India - Save the Slaughter. Save the tiger,3
"Billboard Demands for POLICE by The Flea - The Mumbai Police Infoline 1090 provides a streamlined response for non-urgent police attendance calls, and to d...",2
"Billboard Questioning for POLICE by The Flea - The Mumbai Police Infoline 1090 provides a streamlined response for non-urgent police attendance calls, and...",2
"Billboard Interrogate for POLICE by The Flea - The Mumbai Police Infoline 1090 provides a streamlined response for non-urgent police attendance calls, and...",2
"Billboard Cross-Examine for POLICE by The Flea - The Mumbai Police Infoline 1090 provides a streamlined response for non-urgent police attendance calls, an...",2
"Billboard Stuck in Jam for POLICE by The Flea - The Mumbai Police Infoline 1090 provides a streamlined response for non-urgent police attendance calls, and...",2
Magazine Shirts and Trousers for ethnic wear by The Flea,3
Magazine Fashion Dictatorship for ethnic wear by The Flea,3
Magazine Dogs Allowed for ethnic wear by The Flea,3
Magazine Fashion Victims for ethnic wear by The Flea,4
Print India Blake for Keep a Child Alive by Fallon - BecomeaDrugDealer.com,4
Magazine Caterpillar 2 for King Richard by Ideopraxist - A Paean to Nature,0
Magazine Creeper for King Richard by Ideopraxist - A Paean to Nature,0
Magazine Dove for King Richard by Ideopraxist - A Paean to Nature,0
Magazine Snake for King Richard by Ideopraxist - A Paean to Nature,0
Research & Others Tiger Graph for Sanctuary Magazine by Leo Burnett India,1
Print Colour Bar for NDTV Profit by McCann Mumbai - India's No.1 business news channel.,3
Magazine Sea for King Richard by Ideopraxist - Tune with Nature,0
Magazine Sky for King Richard by Ideopraxist - Tune with Nature,0
Outdoor/Out of Home Birds for A:Door by Ogilvy India,0
Outdoor/Out of Home 3 Hours for Heinz by Leo Burnett India,1
"Print Give for The Indian Red Cross Society by J. Walter Thompson Chennai - When you give, we give.",3
Magazine Surface scratchless - Quality matchless for Sogo by PixnGraphix - the ultimate flooring idea,4
Magazine Strong Yet Smooth for Sogo by PixnGraphix - the ultimate flooring idea,4
Magazine Natural Colours for Sogo by PixnGraphix - the ultimate flooring idea,4
Print Thumbprint for Life Insurance Corp. of India by Mudra Communications Pvt. Ltd.,3
Print Indian Peafowl for BNHS by MullenLowe Lintas Group - This is a poster/press campaign to raise funds to help protect endangered bird species in India....,2
Print Painted Stork for BNHS by MullenLowe Lintas Group - This is a poster/press campaign to raise funds to help protect endangered bird species in India....,2
Print Red-crested Pochard for BNHS by MullenLowe Lintas Group - This is a poster/press campaign to raise funds to help protect endangered bird species in I...,2
Print White-Tailed Eagle for BNHS by MullenLowe Lintas Group - This is a poster/press campaign to raise funds to help protect endangered bird species in In...,2
Print Bonepowder in Toothpaste for NDTV by McCann Mumbai,1
Print Pesticide in Cola for NDTV by McCann Mumbai,1
Print Water in Milk for NDTV by McCann Mumbai,1
Print Worm in Apple for NDTV by McCann Mumbai,1
Magazine Precise Craftsmanship for Mercedes-Benz by Shakun Advertising Pvt. Ltd,3
Print Protection for Mortein by Havas New York,4
Print The Olympic Spirit for Veedol by Havas New York,0
Print Mumbai for Virgin Atlantic by Y&R London,0
Television & Cinema Credits for Play TV by TBWA\Anthem Private Limited,4
Newspaper Indian Water for Naidunia by Srijan Advertising - Save water,1
Television & Cinema Bite for SBI Mutual Fund by  Wunderman Thompson South Asia,1
Television & Cinema Security Check for SBI Mutual Fund by  Wunderman Thompson South Asia,1
Outdoor/Out of Home Wreath for Alcoholics Anonymous by Contract Advertising - To build awareness among motorists not to drink and drive.,3
Television Classroom for Mentos by Ogilvy India,4
Magazine Teaser 1 - The Spirit of Achievement for Teachers by Publicis India - Making people Aware of Teacher's Acievement Awards,4
Magazine Teaser 2 - The Spirit of Achievement for Teachers by Publicis India - Who will embody the spirit of achievement,1
Magazine Teaser 3 - The Spirit of Achievement for Teachers by Publicis India - Who will embody the spirit of achievement,1
Television & Cinema Happy Dent Photographer for Happy Dent Gum by McCann Mumbai - Happy Dent White.  The teeth whitening gum.,3
Magazine Alligator for Sharad Haksar by 1pointsize - Since 1973,0
Magazine Fence for Sharad Haksar by 1pointsize - Since 1973,0
Magazine Women's Dress for Sharad Haksar by 1pointsize - Since 1973,0
Newspaper Ronald McDonald for Tic Tac by 1pointsize - Give the commercials a break,4
Newspaper Michelin Tire Man for Tic Tac by 1pointsize - Give the commercials a break,4
Newspaper Spiderman for Tic Tac by 1pointsize - Give the commercials a break,4
Print Slim 1 for Levis by J. Walter Thompson Bangalore,0
Television & Cinema Levi's stick figures for Levi's by J. Walter Thompson Bangalore,1
Radio Oh Carol for  by RMG David,4
Outdoor/Out of Home Snow Leopard for WWF by RMG David - You never kill just a tree,4
Print Carbon Paper for WWF by RMG David,3
Print Slim Figure #2 for Levis by J. Walter Thompson Bangalore,0
Print Slim 3 for Levis by J. Walter Thompson Bangalore,0
Outdoor/Out of Home Spotted Deer for WWF by RMG David,3
Print Tiger for WWF by RMG David - You never kill just the tree,4
Newspaper Cafe for Cellphone by Ideopraxist - Where you buy matters.,3
Newspaper Classroom for Cellphone by Ideopraxist - Where you buy matters.,3
Newspaper Band for Cellphone by Ideopraxist - Where you buy matters.,3
Newspaper Movie Theater for Cellphone by Ideopraxist - Where you buy matters.,3
Newspaper Wall for Cellphone by Ideopraxist - Where you buy matters.,3
Television Indians for Stimorol by VMLY&R Paris - Femme crache produit.,3
Newspaper Feet for Cancer Patients Aid Association by Percept Limited,0
Newspaper Chips for child abuse by McCann Mumbai,1
Newspaper Chocolate for child abuse by McCann Mumbai,1
Newspaper Ice Cream for child abuse by McCann Mumbai,4
Newspaper Rabbits for Hanes by McCann Mumbai - Tagless comfort,0
Newspaper Butterflies for Hanes by McCann Mumbai - Tagless comfort,0
Newspaper Flowers for Hanes by McCann Mumbai - Tagless comfort,0
Newspaper Blur for CADENCE by Percept/H Pvt. Ltd. - Heavy Bass Speakers,4
Newspaper Scared for Tantra by Percept/H Pvt. Ltd. - The shot is of a petrified female being attacked by bees.,3
Newspaper Comma for Tena by Percept/H Pvt. Ltd. - The life of a patient suffering from loss of bladder control.,3
Newspaper Honest for Tork by Percept/H Pvt. Ltd. - India is one of the top 10 corrupt countries. In government offices across India the act of bribing i.e....,2
Newspaper Mickey for Nerolac Disney Emulsion by AMBIENCE PUBLICIS  - Nerolac Paints in association with Disney was launching a new paint for kids.,3
Print Travel with Carlton for Carlton by AMBIENCE PUBLICIS ,0
Magazine Celebrate Age for Corporate by Percept/H Pvt. Ltd.,3
Print Flight for Luggage by AMBIENCE PUBLICIS ,4
"Newspaper Foetus for Hospital by DDB Mudra - Diwali is one of the biggest festival in India. Homes are decorated, sweets are distributed by everyone and la...",2
Radio India for GerblÃ© by DDB Paris,4
Magazine Railway track for Classic Polo by RMG David - Formals can go to hell,4
Magazine Sleeping pills for Classic Polo by RMG David - Formals can go to hell,4
Magazine Noose for Classic Polo by RMG David - Formals can go to hell,4
Poster Rocky for Thofah by RMG David - Recycling Works,4
Poster Windows for Thofah by RMG David - Recycling Works,0
Poster Macarena for Thofah by RMG David - Recycling Works,0
Television Battery operated Toy for Foundation for Organ Retrieval & Transplant by Leo Burnett India - We see battery operated toys stop working. The batte...,2
Television Passage to India for Snapple by Deutsch - Made from the best stuff on earth.,4
Television the old man and the sky for Air Deccan by Orchard Advertising - An old man receives his first air ticket from his son as a gift. This film trace...,2
Magazine Henry for Bournvita by Ogilvy India - The super energy drink for every kid.,3
Magazine Stephanie for Bournvita by Ogilvy India - The super energy drink for every kid.,3
Magazine Tarsem for Bournvita by Ogilvy India - The super energy drink for every kid.,3
Television Slim vs Slim for Live's Slim Jeans by  Wunderman Thompson South Asia,4
"Television Boy for Heal Foundation by McCann Mumbai - Two years ago, Gujarat, a state in western India was convulsed with the most horrific communal violen...",2
Outdoor/Out of Home Tea Man for Ariel by Saatchi & Saatchi,4
Outdoor/Out of Home Painter for Ariel by Saatchi & Saatchi,4
Outdoor/Out of Home Beggar Boy 1 for Childcare by Grey Group India,1
Poster Shoplifting for ShopRite by Interface Communications,4
Outdoor/Out of Home Beggar Boy 2 for Childcare by Grey Group India,1
Outdoor/Out of Home Beggar Boy 3 for Childcare by Grey Group India,1
Outdoor/Out of Home Ice Cream girl for Ariel by Saatchi & Saatchi,4
Television Animals Love Mentos for Mentos by Ogilvy India,4
Newspaper Bhopal Gas for Dinodia Photo Library by Leo Burnett India,1
Poster Cat for Benchmark by Bates India Pvt. Ltd - Scratchproof,1
Print India for Nokia by Bates 141 Singapore - Hear every detail,4
Web Site The Itch for Itch Guard by Tribal DDB - Enter At Your Own Risk,4
Web Advertising/Banners Choice for Lions Eye Bank - Thane Kopri by Grey Group India,1
Digital Chart Buster for Timesjob.com by Tribal DDB,4
Digital Yoga Asana for Itch Guard by Tribal DDB - Enter At Your Own Risk,4
Television & Cinema Slim vs Slim for Levi's by  Wunderman Thompson South Asia - A war between stick figures to demonstrate the slim nature of LeviÂs slim j...,2
"Direct Mail 20,000 Leagues Under the Sea for Midland Bookshop by Rediffusion-DY&R Ltd",0
Direct Mail Lord of the Rings for Midland Bookshop by Rediffusion-DY&R Ltd,0
Direct Mail The Communist Manifesto for Midland Bookshop by Rediffusion-DY&R Ltd,0
Direct Mail Shreds for Killer Jeans by Bates India Pvt. Ltd - Shreds From Killer,3
"Print The Tube for BFA / FO Bread for all by Advico Y&R ZÃ¼rich - In India, this is an agricultural worker",0
Print Slim Figure #1 for Levi's by  Wunderman Thompson South Asia,1
"Print Give for Indian Red Cross by  Wunderman Thompson South Asia - When you give, we give.",3
Print Monsters - Stalin for Cancer Patients Aid Association by Havas Mumbai,1
Print Monsters - Idi Amin for Cancer Patients Aid Association by Havas Mumbai,1
Print Tibetan Bear for Philips by Collateral - TO COMMUNICATE THE FACT THAT THE PHILIPS PIXEL PLUS OFFERS MORE PIXELS WHICH TRANSLATES INTO MORE VISUAL CLA...,2
Print Grassy Knoll for Philips by Collateral - More pixels.  More Details.,3
Print Loch Ness Monster for Philips by Collateral - More pixels.  More Details.,3
Print The Cliff for Friends of the tree by MullenLowe Lintas Group - Save Trees. Trees save,3
Print The Dog for Friends of the tree by MullenLowe Lintas Group - Save Trees. Trees save,3
Print The Flood for Friends of the tree by MullenLowe Lintas Group - Save Trees. Trees save,3
Print Death of Emotions for Action-aid India by MullenLowe Lintas Group - Death of Emotions,4
Poster Hole in Shoe for McDonald's by Leo Burnett India,1
Poster Kiss for Big Babol by McCann Mumbai,1
Poster Crime for Big Babol by McCann Mumbai,1
Poster Kiss for Big Babol by McCann Mumbai,1
Poster Adult for Big Babol by McCann Mumbai,1
Television & Cinema Girl Child for Prayas Foundation by McCann Mumbai - The film shows the picture of a little girl. A cursor (shaped like a hand as it nor...,2
"Television & Cinema Chappal for Breakthrough Foundation by McCann Mumbai - In India, lot of men is averse to condoms because it reduces pleasure, even thou...",2
Print  for  by DDB Mudra,4
Print Raju for State Bank of India by DDB Mudra - Welcom to a Cashless World,1
Print Raghu for State Bank of India by DDB Mudra - Welcom to a Cashless World,1
Print Flag for Sansui by AMBIENCE PUBLICIS ,0
Promotion & Event Firestarter for Kurkure by  Wunderman Thompson South Asia,4
Direct Marketing Which Book for Midland Bookshop by Rediffusion - Dentsu Y&R,0
Television & Cinema Cow for Elite Chocolate by Y&R Israel,1
Outdoor/Out of Home Cemetery for Cancer Patients Aid Association by Everest Brand Solutions Pvt Ltd,3
Outdoor/Out of Home World Map for Discovery Channel by Ogilvy India,1
Outdoor/Out of Home Lord Of The Rings for Midland Bookshop by Rediffusion - Dentsu Y&R,0
Media Buying & Planning Inspiration for Procter & Gamble by Madison Communications Private Limited,4
Media Buying & Planning CELEBRATING SUCCESS for Dairy Milk Chocolate by Madison Communications Private Limited,1
Media Buying & Planning Give The Baby Girl A Chance for Prerana by Leo Burnett India,1
Print Receptionist for Maneland Jungle Lodge by Leo Burnett India,0
Print Waiter for Maneland Jungle Lodge by Leo Burnett India,0
Print Slim Figures 3 for Levi's Slim Jeans by  Wunderman Thompson South Asia,1
Print Slim Figures 4 for Levi's Slim Jeans by  Wunderman Thompson South Asia,1
Print Slim Figures 5 for Levi's Slim Jeans by  Wunderman Thompson South Asia,1
Print Slim Figures 2 for Levi's Slim Jeans by  Wunderman Thompson South Asia,1
